close,high,low,open,volume,tic,date,sma_10,sma_30,rsi,macd
123.47061157226562,129.22605213593528,122.58211921528644,128.6139854814398,112117500,AAPL,2023-01-03,0.0,0.0,0.0,0.0
88.58869171142578,90.50718584034043,87.99226269334703,89.05588331918614,28131200,GOOGL,2023-01-03,0.0,0.0,0.0,0.0
234.8089599609375,240.8560876090647,232.67236512033801,238.23926029311136,25740000,MSFT,2023-01-03,0.0,0.0,0.0,0.0
124.74412536621094,127.01471627825023,123.48049504473303,125.26734659008874,89113600,AAPL,2023-01-04,0.0,0.0,0.0,0.028572424864151458
87.5549087524414,90.10958727306334,86.74973244852455,89.81137270362576,34854800,GOOGL,2023-01-04,0.0,0.0,0.0,-0.023193848438751274
224.5376434326172,228.232555812996,221.46017488373835,227.65430882995585,50623400,MSFT,2023-01-04,0.0,0.0,0.0,-0.23044620416104067
123.42124938964844,126.13608257581905,123.16457967496471,125.50426745503849,80962700,AAPL,2023-01-05,0.0,0.0,0.0,-0.0046153643494193375
85.68611145019531,87.04794685839362,85.38790446521591,86.94854453006714,27194400,GOOGL,2023-01-05,0.0,0.0,0.0,-0.08750485910445605
217.88284301757812,223.01849731480513,217.3437929078153,222.67546134815953,39585600,MSFT,2023-01-05,0.0,0.0,0.0,-0.49999916730803307
127.96241760253906,128.62384785031838,123.29290895151365,124.3985891287467,87754700,AAPL,2023-01-06,0.0,0.0,0.0,0.1443604380622503
86.81932067871094,87.1672402277692,84.35410939660743,86.27260404317033,41381500,GOOGL,2023-01-06,0.0,0.0,0.0,-0.07369615797318829
220.45066833496094,221.26414125690687,214.98180331379334,218.55911012079767,43613600,MSFT,2023-01-06,0.0,0.0,0.0,-0.5176330739562616
128.48562622070312,131.70394674213998,128.22895654270584,128.8015412677692,70790800,AAPL,2023-01-09,0.0,0.0,0.0,0.2430921852043042
87.4952621459961,89.51316659567206,87.33621993560529,87.83323916693293,29003900,GOOGL,2023-01-09,0.0,0.0,0.0,-0.037743960083687966
222.59707641601562,226.63503997806498,221.9012238905733,221.9404207414047,27369800,MSFT,2023-01-09,0.0,0.0,0.0,-0.43090707855978394
129.05821228027344,129.5814334016857,126.48158852267441,128.5942214648839,63896200,AAPL,2023-01-10,0.0,0.0,0.0,0.3223581450960893
87.89287567138672,88.1413852775039,85.31831979229013,85.46742707274271,30467800,GOOGL,2023-01-10,0.0,0.0,0.0,0.0015798346693429721
224.2926483154297,226.70365108395583,222.80291366553493,223.22434339433113,27033900,MSFT,2023-01-10,0.0,0.0,0.0,-0.29816972615614645
131.78292846679688,131.80266185993827,128.7916774670581,129.5715682785917,69458900,AAPL,2023-01-11,0.0,0.0,0.0,0.49107390528565986
90.97439575195312,91.05392064821854,88.47936469889615,88.64834941552648,26862000,GOOGL,2023-01-11,0.0,0.0,0.0,0.1663694076403459
231.0748291015625,231.2512373640301,226.5076257664419,226.6840340289095,28669300,MSFT,2023-01-11,0.0,0.0,0.0,0.09933611925933405
131.70396423339844,132.5430854442494,129.75915527463124,132.16795510561155,71379600,AAPL,2023-01-12,0.0,0.0,0.0,0.5925516622929763
90.58671569824219,91.32230956683387,89.2149454510414,90.93463520167036,30258100,GOOGL,2023-01-12,0.0,0.0,0.0,0.2557528871042507
233.76023864746094,235.12255719396836,228.90881734615303,230.57496007171358,27269500,MSFT,2023-01-12,0.0,0.0,0.0,0.49199636288565785
133.0366973876953,133.19465493922883,129.97634891095512,130.34161256817276,57809700,AAPL,2023-01-13,0.0,0.0,0.0,0.7199289175048307
91.57081604003906,91.64039842156852,89.59267425215299,90.30838308154787,26329200,GOOGL,2023-01-13,0.0,0.0,0.0,0.36258267672130273
234.46592712402344,234.60313854097345,230.2417596219311,232.28033992727597,21333300,MSFT,2023-01-13,0.0,0.0,0.0,0.7914320376176249
134.2016143798828,135.53434166770566,132.4147629011091,133.10580835372033,63646600,AAPL,2023-01-17,128.7867446899414,0.0,0.0,0.8598168863954925
90.74576568603516,91.70004163197335,89.51316020385387,91.51117191070365,32602400,GOOGL,2023-01-17,88.79148635864257,0.0,0.0,0.3905918943244302
235.56361389160156,236.11245951391456,232.36852480397408,233.2310050418497,29831300,MSFT,2023-01-17,227.94344482421874,0.0,0.0,1.0488703590142165
133.48095703125,136.83747220518643,133.3032510170013,135.0703691429246,69672800,AAPL,2023-01-18,129.78777923583985,0.0,0.0,0.910450494867149
90.5767822265625,92.24676705092286,90.09964045506904,91.59069806310823,29116700,GOOGL,2023-01-18,88.99029541015625,0.0,0.0,0.3963513785581796
231.11404418945312,237.5532154662232,230.82982587029858,236.75934831263203,30028700,MSFT,2023-01-18,227.5739532470703,0.0,0.0,0.983136461240008
133.54017639160156,134.50763996952077,132.05935833689125,132.3653916580124,58280400,AAPL,2023-01-19,130.6673843383789,0.0,0.0,0.9384389968005848
92.49527740478516,93.05193648946374,90.08969868047147,90.17916608131551,37000400,GOOGL,2023-01-19,89.48433227539063,0.0,0.0,0.5005664448966911
